click_id,customer_id,campaign_id,offer_category,channel,clicked_at
50000038,8,CAMP_HOME,home,web,2025-12-12 19:37:05
50000039,9,CAMP_HOME,home,app,2026-03-26 19:36:02
50000040,9,CAMP_HOME,home,web,2026-04-04 19:31:02
50000041,9,CAMP_HOME,home,web,2026-01-29 19:35:18
50000042,9,CAMP_HOME,home,web,2026-05-03 19:37:25
50000043,9,CAMP_HOME,home,sms,2026-05-09 19:40:40
50000044,9,CAMP_REWARDS,rewards,sms,2025-09-30 19:34:49
50000045,9,CAMP_HOME,home,app,2025-06-11 19:33:10
50000046,10,CAMP_HOME,home,app,2026-05-05 19:31:26
50000047,10,CAMP_HOME,home,sms,2026-05-04 19:35:11
50000048,10,CAMP_HOME,home,web,2025-08-23 19:35:50
50000049,10,CAMP_HOME,home,sms,2026-05-02 19:40:32
50000050,10,CAMP_HOME,home,email,2026-05-17 19:32:59
50000051,10,CAMP_HOME,home,email,2025-06-27 19:40:10
50000052,10,CAMP_HOME,home,sms,2025-11-19 19:33:44
50000053,11,CAMP_HOME,home,email,2026-03-09 19:32:39
50000054,11,CAMP_HOME,home,web,2026-04-11 19:40:50
50000055,11,CAMP_HOME,home,app,2026-03-19 19:32:38
50000056,11,CAMP_HOME,home,sms,2026-05-31 19:36:38
50000057,11,CAMP_HOME,home,sms,2026-05-08 19:33:43
50000058,11,CAMP_HOME,home,app,2025-07-02 19:31:16
50000059,11,CAMP_HOME,home,sms,2026-02-10 19:39:06
50000060,11,CAMP_HOME,home,email,2026-05-05 19:33:06
50000061,12,CAMP_HOME,home,web,2026-02-26 19:38:35
50000062,12,CAMP_HOME,home,app,2025-11-19 19:33:33
50000063,12,CAMP_HOME,home,sms,2025-12-14 19:34:29
50000064,12,CAMP_HOME,home,sms,2026-04-26 19:33:55
50000065,12,CAMP_REWARDS,rewards,sms,2026-05-18 19:40:19
50000066,12,CAMP_HOME,home,app,2026-03-02 19:38:14
50000067,12,CAMP_HOME,home,email,2026-05-20 19:37:54
50000068,12,CAMP_EDUCATION,education,web,2025-06-06 19:40:33
50000069,13,CAMP_HOME,home,app,2025-10-07 19:36:24
50000070,13,CAMP_HOME,home,app,2026-02-26 19:32:43
50000071,13,CAMP_HOME,home,web,2026-04-01 19:40:42
50000072,13,CAMP_HOME,home,web,2026-04-19 19:40:00
50000073,13,CAMP_HOME,home,sms,2026-04-22 19:40:40
50000074,14,CAMP_HOME,home,app,2025-09-14 19:33:01
50000075,14,CAMP_HOME,home,email,2026-04-07 19:38:32
50000076,14,CAMP_HOME,home,web,2026-03-29 19:39:50
50000077,14,CAMP_HOME,home,email,2026-05-20 19:32:35
50000078,14,CAMP_LIFESTYLE,lifestyle,sms,2025-10-28 19:39:07
50000079,15,CAMP_HOME,home,sms,2025-11-29 19:38:20
50000080,15,CAMP_HOME,home,app,2026-01-09 19:35:34
50000081,15,CAMP_HOME,home,email,2026-03-23 19:31:22
50000082,15,CAMP_HOME,home,email,2025-10-31 19:40:22
50000083,15,CAMP_HOME,home,email,2025-06-25 19:34:18
50000084,15,CAMP_HOME,home,web,2026-03-21 19:35:24
50000085,15,CAMP_HOME,home,sms,2025-11-04 19:36:35
50000086,15,CAMP_EDUCATION,education,email,2026-05-23 19:31:34
50000087,15,CAMP_HOME,home,email,2026-05-27 19:40:53
50000088,16,CAMP_HOME,home,app,2026-05-09 19:39:36
50000089,16,CAMP_HOME,home,sms,2026-04-25 19:38:48
50000090,16,CAMP_HOME,home,app,2025-08-10 19:38:52
50000091,16,CAMP_HOME,home,app,2026-04-06 19:32:08
50000092,16,CAMP_HOME,home,email,2026-03-21 19:37:37
50000093,17,CAMP_TRAVEL,travel,app,2025-08-18 19:33:44
50000094,17,CAMP_HOME,home,sms,2025-12-30 19:31:55
50000095,17,CAMP_HOME,home,web,2026-04-18 19:33:18
50000096,17,CAMP_HOME,home,sms,2026-03-24 19:39:01
50000097,17,CAMP_HOME,home,web,2025-09-14 19:37:14
50000098,17,CAMP_HOME,home,web,2026-05-29 19:35:53
50000099,17,CAMP_HOME,home,web,2026-06-04 19:40:34
50000100,18,CAMP_HOME,home,email,2025-12-14 19:33:50
50000101,18,CAMP_HOME,home,sms,2025-10-30 19:33:59
50000102,18,CAMP_HOME,home,email,2026-05-20 19:36:13
50000103,18,CAMP_HOME,home,web,2025-10-17 19:33:53
50000104,18,CAMP_HOME,home,web,2025-10-31 19:39:10
50000105,18,CAMP_HOME,home,sms,2026-05-31 19:38:27
50000106,18,CAMP_HOME,home,sms,2025-11-14 19:33:49
50000107,19,CAMP_HOME,home,sms,2025-10-25 19:37:03
50000108,19,CAMP_HOME,home,sms,2025-07-03 19:34:50
50000109,19,CAMP_HOME,home,sms,2026-05-23 19:37:25
50000110,19,CAMP_HOME,home,email,2026-03-27 19:33:08
50000111,19,CAMP_HOME,home,sms,2025-08-22 19:36:41
50000112,19,CAMP_HOME,home,email,2025-08-01 19:38:06
50000113,20,CAMP_HOME,home,app,2026-01-25 19:33:31
50000114,20,CAMP_HOME,home,email,2026-05-31 19:31:34
50000115,20,CAMP_HOME,home,email,2026-04-21 19:34:09
50000116,20,CAMP_HOME,home,sms,2025-08-05 19:34:29
50000117,20,CAMP_HOME,home,app,2026-03-21 19:34:09
50000118,21,CAMP_HOME,home,email,2026-04-20 19:33:57
50000119,21,CAMP_HOME,home,web,2026-04-16 19:39:16
50000120,21,CAMP_HOME,home,email,2026-06-04 19:35:42
50000121,21,CAMP_HOME,home,sms,2025-11-22 19:33:14
50000122,21,CAMP_HOME,home,web,2026-04-19 19:40:44
50000123,22,CAMP_HOME,home,web,2026-04-11 19:31:19
50000124,22,CAMP_HOME,home,web,2026-04-24 19:35:03
50000125,22,CAMP_HOME,home,sms,2026-05-05 19:35:06
50000126,22,CAMP_HOME,home,email,2026-05-29 19:40:38
50000127,22,CAMP_HOME,home,email,2026-03-17 19:40:44
50000128,22,CAMP_HOME,home,sms,2026-05-31 19:40:55
50000129,22,CAMP_HOME,home,email,2026-03-11 19:31:52
50000130,22,CAMP_HOME,home,web,2025-11-08 19:34:05
50000131,22,CAMP_LIFESTYLE,lifestyle,sms,2026-04-28 19:39:47
50000132,23,CAMP_HOME,home,app,2026-06-01 19:40:51
50000133,23,CAMP_HOME,home,web,2026-03-09 19:39:55
50000134,23,CAMP_HOME,home,web,2026-05-07 19:34:59
50000135,23,CAMP_HOME,home,web,2025-12-05 19:33:31
50000136,23,CAMP_HOME,home,sms,2025-10-23 19:38:36
50000137,23,CAMP_HOME,home,web,2026-05-23 19:35:42
50000138,23,CAMP_HOME,home,sms,2025-11-03 19:35:10
50000139,23,CAMP_HOME,home,app,2026-05-16 19:36:56
50000140,24,CAMP_HOME,home,app,2026-05-27 19:32:52
50000141,24,CAMP_HOME,home,sms,2025-12-12 19:36:00
50000142,24,CAMP_LIFESTYLE,lifestyle,email,2026-04-02 19:37:08
50000143,24,CAMP_HOME,home,email,2026-05-02 19:33:04
50000144,24,CAMP_HOME,home,app,2025-08-18 19:38:38
50000145,24,CAMP_HOME,home,email,2025-09-12 19:40:49
50000146,24,CAMP_HOME,home,sms,2026-03-10 19:36:59
50000147,24,CAMP_HOME,home,web,2026-03-02 19:39:26
50000148,24,CAMP_HOME,home,sms,2026-05-24 19:39:13
50000149,25,CAMP_HOME,home,web,2026-04-03 19:37:43
50000150,25,CAMP_HOME,home,app,2026-04-11 19:35:02
50000151,25,CAMP_HOME,home,sms,2026-05-12 19:40:07
50000152,25,CAMP_HOME,home,web,2026-03-27 19:40:43
50000153,25,CAMP_HOME,home,web,2025-08-07 19:37:13
50000154,25,CAMP_HOME,home,email,2026-05-30 19:34:27
50000155,26,CAMP_HOME,home,app,2026-04-09 19:40:05
50000156,26,CAMP_HOME,home,web,2025-10-31 19:36:20
50000157,26,CAMP_HOME,home,web,2025-09-10 19:38:41
50000158,26,CAMP_HOME,home,app,2026-04-02 19:36:01
50000159,26,CAMP_HOME,home,email,2026-05-27 19:37:04
50000160,26,CAMP_HOME,home,web,2026-01-15 19:33:54
50000161,27,CAMP_HOME,home,web,2026-02-08 19:37:01
50000162,27,CAMP_HOME,home,sms,2026-04-03 19:31:27
50000163,27,CAMP_HOME,home,web,2026-04-11 19:38:31
50000164,27,CAMP_HOME,home,app,2026-03-13 19:31:29
50000165,27,CAMP_HOME,home,sms,2026-01-21 19:33:07
50000166,28,CAMP_HOME,home,email,2025-12-20 19:38:12
50000167,28,CAMP_HOME,home,email,2026-03-29 19:32:47
50000168,28,CAMP_HOME,home,email,2025-06-13 19:32:09
50000169,28,CAMP_HOME,home,sms,2026-04-06 19:33:02
50000170,28,CAMP_HOME,home,web,2025-07-01 19:36:43
50000171,28,CAMP_HOME,home,sms,2026-04-22 19:37:54
50000172,29,CAMP_HOME,home,email,2025-10-08 19:32:59
50000173,29,CAMP_TRAVEL,travel,sms,2025-09-04 19:36:03
50000174,29,CAMP_HOME,home,sms,2026-03-24 19:39:58
50000175,29,CAMP_HOME,home,email,2026-05-12 19:35:46
50000176,29,CAMP_HOME,home,app,2026-01-22 19:36:39
50000177,29,CAMP_HOME,home,web,2026-04-17 19:37:52
50000178,29,CAMP_HOME,home,sms,2025-10-29 19:32:46
50000179,30,CAMP_HOME,home,web,2026-06-02 19:39:54
50000180,30,CAMP_HOME,home,email,2026-02-11 19:35:40
50000181,30,CAMP_HOME,home,app,2026-05-06 19:33:15
50000182,30,CAMP_HOME,home,sms,2026-03-05 19:31:53
50000183,30,CAMP_HOME,home,sms,2026-02-18 19:38:20
50000184,31,CAMP_HOME,home,web,2026-04-10 19:38:15
50000185,31,CAMP_HOME,home,email,2026-03-19 19:34:45
50000186,31,CAMP_HOME,home,app,2026-04-18 19:40:25
50000187,31,CAMP_HOME,home,sms,2026-03-25 19:40:21
50000188,31,CAMP_HOME,home,app,2026-02-12 19:37:12
50000189,31,CAMP_HOME,home,app,2025-11-30 19:33:24
50000190,31,CAMP_HOME,home,sms,2025-09-07 19:39:20
50000191,32,CAMP_HOME,home,app,2026-04-10 19:33:59
50000192,32,CAMP_HOME,home,web,2026-04-02 19:34:47
50000193,32,CAMP_HOME,home,web,2025-12-10 19:37:56
50000194,32,CAMP_TRAVEL,travel,app,2026-05-06 19:36:48
50000195,32,CAMP_HOME,home,app,2026-04-17 19:32:58
50000196,32,CAMP_HOME,home,app,2026-04-19 19:38:34
50000197,32,CAMP_HOME,home,web,2026-03-21 19:31:08
50000198,32,CAMP_LIFESTYLE,lifestyle,email,2025-09-07 19:36:17
50000199,33,CAMP_HOME,home,sms,2026-03-23 19:38:24
50000200,33,CAMP_HOME,home,app,2026-04-21 19:37:57
50000201,33,CAMP_HOME,home,app,2025-10-28 19:40:07
50000202,33,CAMP_HOME,home,app,2026-03-12 19:34:15
50000203,33,CAMP_HOME,home,email,2026-06-01 19:39:03
50000204,33,CAMP_HOME,home,app,2025-12-21 19:33:41
50000205,33,CAMP_HOME,home,email,2025-11-30 19:31:23
50000206,34,CAMP_HOME,home,web,2026-04-19 19:35:32
50000207,34,CAMP_HOME,home,email,2026-03-13 19:33:18
50000208,34,CAMP_HOME,home,sms,2025-10-21 19:33:54
50000209,35,CAMP_HOME,home,app,2026-04-22 19:33:55
50000210,35,CAMP_HOME,home,sms,2026-02-10 19:32:21
50000211,35,CAMP_HOME,home,sms,2026-04-27 19:38:39
50000212,35,CAMP_HOME,home,web,2026-04-22 19:39:51
50000213,36,CAMP_HOME,home,web,2026-04-12 19:34:06
50000214,36,CAMP_HOME,home,app,2025-11-13 19:38:40
50000215,36,CAMP_HOME,home,sms,2026-04-20 19:39:03
50000216,36,CAMP_HOME,home,sms,2025-08-22 19:34:22
50000217,36,CAMP_HOME,home,email,2026-02-28 19:39:41
50000218,36,CAMP_HOME,home,web,2026-05-22 19:32:38
50000219,36,CAMP_HOME,home,sms,2026-05-19 19:37:28
50000220,37,CAMP_HOME,home,sms,2025-08-05 19:37:20
50000221,37,CAMP_HOME,home,web,2026-03-09 19:37:15
50000222,37,CAMP_HOME,home,sms,2025-07-02 19:34:38
50000223,37,CAMP_HOME,home,app,2026-04-01 19:40:05
50000224,37,CAMP_HOME,home,sms,2026-03-21 19:37:58
50000225,37,CAMP_HOME,home,email,2026-05-02 19:38:18
50000226,37,CAMP_HOME,home,sms,2026-03-18 19:32:59
50000227,38,CAMP_HOME,home,sms,2026-03-24 19:37:16
50000228,38,CAMP_HOME,home,email,2026-05-28 19:33:34
50000229,38,CAMP_HOME,home,app,2026-03-22 19:40:32
50000230,38,CAMP_HOME,home,web,2026-05-03 19:39:37
50000231,38,CAMP_HOME,home,web,2026-05-02 19:36:13
50000232,38,CAMP_HOME,home,web,2026-01-28 19:39:34
50000233,40,CAMP_HOME,home,web,2026-04-02 19:33:51
50000234,40,CAMP_HOME,home,app,2025-09-16 19:37:25
50000235,40,CAMP_HOME,home,app,2026-02-05 19:35:12
50000236,40,CAMP_HOME,home,app,2026-04-15 19:34:07
50000237,40,CAMP_HOME,home,email,2026-03-22 19:31:40
50000238,40,CAMP_HOME,home,app,2025-12-16 19:39:47
50000239,40,CAMP_HOME,home,app,2026-05-30 19:36:03
50000240,41,CAMP_HOME,home,email,2026-05-11 19:39:34
50000241,41,CAMP_HOME,home,email,2026-03-24 19:32:14
50000242,41,CAMP_HOME,home,sms,2025-07-04 19:32:29
50000243,41,CAMP_HOME,home,sms,2026-03-30 19:34:32
50000244,41,CAMP_HOME,home,web,2025-10-25 19:34:07
50000245,42,CAMP_HOME,home,app,2026-05-19 19:40:49
50000246,42,CAMP_HOME,home,web,2025-11-09 19:31:21
50000247,42,CAMP_HOME,home,email,2026-04-19 19:34:52
50000248,42,CAMP_HOME,home,email,2026-03-15 19:38:01
50000249,42,CAMP_HOME,home,app,2026-05-23 19:35:15
50000250,42,CAMP_HOME,home,email,2026-02-28 19:33:15
50000251,43,CAMP_HOME,home,email,2025-10-02 19:35:22
50000252,43,CAMP_HOME,home,sms,2025-07-31 19:31:15
50000253,43,CAMP_HOME,home,email,2026-03-29 19:33:48
50000254,44,CAMP_HOME,home,sms,2026-04-12 19:40:23
50000255,44,CAMP_HOME,home,email,2025-09-30 19:40:19
50000256,44,CAMP_HOME,home,web,2026-03-09 19:34:19
50000257,44,CAMP_HOME,home,app,2025-11-29 19:32:58
50000258,44,CAMP_HOME,home,email,2026-04-10 19:35:20
50000259,45,CAMP_HOME,home,email,2025-07-12 19:32:05
50000260,45,CAMP_TRAVEL,travel,app,2025-09-26 19:33:16
50000261,45,CAMP_HOME,home,app,2026-05-11 19:38:03
50000262,45,CAMP_HOME,home,app,2026-04-21 19:35:27
50000263,45,CAMP_HOME,home,email,2026-04-06 19:37:16
50000264,45,CAMP_HOME,home,email,2026-05-03 19:31:32
50000265,46,CAMP_HOME,home,sms,2026-03-20 19:31:41
50000266,46,CAMP_HOME,home,app,2026-03-18 19:35:03
50000267,46,CAMP_HOME,home,email,2026-05-11 19:38:40
50000268,47,CAMP_HOME,home,app,2026-05-02 19:32:26
50000269,47,CAMP_LIFESTYLE,lifestyle,app,2026-03-17 19:38:30
50000270,47,CAMP_HOME,home,web,2025-09-24 19:38:15
50000271,47,CAMP_HOME,home,email,2026-04-27 19:31:39
50000272,47,CAMP_HOME,home,app,2026-01-22 19:32:44
50000273,48,CAMP_REWARDS,rewards,web,2026-03-25 19:36:26
50000274,48,CAMP_HOME,home,email,2025-11-27 19:39:15
50000275,48,CAMP_HOME,home,app,2026-04-01 19:37:48
50000276,48,CAMP_HOME,home,web,2025-06-28 19:36:15
50000277,48,CAMP_HOME,home,sms,2025-08-31 19:38:36
50000278,48,CAMP_HOME,home,app,2026-05-18 19:33:56
50000279,48,CAMP_HOME,home,app,2026-04-12 19:33:57
50000280,48,CAMP_HOME,home,email,2025-10-05 19:31:45
50000281,48,CAMP_HOME,home,app,2026-03-17 19:37:48
50000282,49,CAMP_REWARDS,rewards,sms,2026-04-21 19:39:33
50000283,49,CAMP_HOME,home,email,2025-09-25 19:36:22
50000284,49,CAMP_HOME,home,web,2026-05-15 19:38:41
50000285,49,CAMP_HOME,home,app,2026-03-26 19:33:45
50000286,49,CAMP_HOME,home,web,2026-05-30 19:35:54
50000287,49,CAMP_HOME,home,web,2026-03-15 19:40:52
50000288,50,CAMP_HOME,home,sms,2025-08-03 19:38:17
50000289,50,CAMP_HOME,home,sms,2026-05-20 19:34:43
50000290,50,CAMP_HOME,home,email,2025-08-30 19:37:22
50000291,50,CAMP_HOME,home,web,2025-10-22 19:35:28
50000292,50,CAMP_HOME,home,email,2026-05-05 19:39:38
50000293,50,CAMP_HOME,home,app,2026-05-01 19:38:44
50000294,50,CAMP_HOME,home,app,2026-03-16 19:35:44
50000295,51,CAMP_TRAVEL,travel,email,2026-06-05 19:34:19
50000296,51,CAMP_TRAVEL,travel,web,2026-04-03 19:32:55
50000297,51,CAMP_TRAVEL,travel,app,2026-01-11 19:36:27
50000298,51,CAMP_TRAVEL,travel,sms,2025-08-20 19:38:02
50000299,51,CAMP_LIFESTYLE,lifestyle,web,2026-03-26 19:39:26
50000300,51,CAMP_TRAVEL,travel,web,2026-03-10 19:38:27
50000301,52,CAMP_TRAVEL,travel,sms,2026-05-03 19:31:37
50000302,52,CAMP_TRAVEL,travel,web,2025-09-10 19:35:32
50000303,52,CAMP_TRAVEL,travel,web,2025-09-01 19:35:10
50000304,52,CAMP_TRAVEL,travel,email,2025-06-21 19:37:49
50000305,53,CAMP_TRAVEL,travel,app,2025-06-06 19:35:25
50000306,53,CAMP_TRAVEL,travel,web,2026-05-21 19:36:49
50000307,53,CAMP_TRAVEL,travel,app,2026-04-12 19:32:03
50000308,53,CAMP_TRAVEL,travel,app,2026-03-09 19:37:49
50000309,53,CAMP_HOME,home,sms,2025-07-10 19:39:57
50000310,54,CAMP_TRAVEL,travel,web,2025-11-28 19:40:21
50000311,54,CAMP_TRAVEL,travel,app,2026-03-31 19:31:50
50000312,54,CAMP_TRAVEL,travel,app,2026-04-27 19:38:43
50000313,54,CAMP_EDUCATION,education,web,2026-05-13 19:32:52
50000314,54,CAMP_TRAVEL,travel,web,2025-10-09 19:38:56
50000315,54,CAMP_TRAVEL,travel,web,2026-04-11 19:33:12
50000316,54,CAMP_TRAVEL,travel,app,2026-05-15 19:32:57
50000317,54,CAMP_TRAVEL,travel,web,2026-04-29 19:36:11
50000318,54,CAMP_TRAVEL,travel,email,2026-04-24 19:36:37
50000319,54,CAMP_TRAVEL,travel,email,2025-10-11 19:34:01
50000320,55,CAMP_TRAVEL,travel,web,2026-05-21 19:40:52
50000321,55,CAMP_TRAVEL,travel,web,2026-04-06 19:39:23
50000322,55,CAMP_TRAVEL,travel,email,2025-12-29 19:37:18
50000323,55,CAMP_TRAVEL,travel,sms,2025-07-10 19:31:08
50000324,55,CAMP_TRAVEL,travel,email,2026-05-21 19:38:19
50000325,55,CAMP_TRAVEL,travel,email,2026-03-29 19:39:50
50000326,56,CAMP_TRAVEL,travel,web,2026-05-01 19:37:58
50000327,56,CAMP_TRAVEL,travel,email,2026-04-21 19:38:35
50000328,56,CAMP_TRAVEL,travel,app,2026-03-20 19:32:46
50000329,56,CAMP_TRAVEL,travel,sms,2026-05-09 19:37:17
50000330,56,CAMP_TRAVEL,travel,web,2026-03-23 19:31:45
50000331,56,CAMP_TRAVEL,travel,sms,2026-03-14 19:33:42
50000332,57,CAMP_TRAVEL,travel,app,2026-05-28 19:37:48
50000333,57,CAMP_TRAVEL,travel,app,2025-07-22 19:37:21
50000334,57,CAMP_TRAVEL,travel,app,2026-05-21 19:32:58
50000335,57,CAMP_TRAVEL,travel,app,2026-04-10 19:38:53
50000336,57,CAMP_TRAVEL,travel,email,2026-05-22 19:33:29
50000337,58,CAMP_TRAVEL,travel,app,2025-09-01 19:39:14
50000338,58,CAMP_TRAVEL,travel,app,2026-03-14 19:31:10
50000339,58,CAMP_REWARDS,rewards,web,2026-05-16 19:39:12
50000340,58,CAMP_TRAVEL,travel,email,2026-03-17 19:32:03
50000341,58,CAMP_TRAVEL,travel,web,2026-03-14 19:37:40
50000342,58,CAMP_TRAVEL,travel,email,2026-04-18 19:35:27
50000343,58,CAMP_TRAVEL,travel,sms,2026-05-25 19:39:56
50000344,59,CAMP_TRAVEL,travel,app,2026-05-05 19:36:35
50000345,59,CAMP_TRAVEL,travel,app,2025-12-04 19:34:45
50000346,59,CAMP_TRAVEL,travel,web,2026-05-09 19:34:26
50000347,59,CAMP_TRAVEL,travel,app,2026-04-22 19:39:29
50000348,60,CAMP_TRAVEL,travel,web,2026-04-05 19:35:01
50000349,60,CAMP_TRAVEL,travel,sms,2026-03-10 19:37:40
50000350,60,CAMP_TRAVEL,travel,email,2026-04-25 19:35:47
50000351,60,CAMP_TRAVEL,travel,app,2025-10-14 19:34:37
50000352,60,CAMP_TRAVEL,travel,web,2026-04-23 19:39:51
50000353,60,CAMP_TRAVEL,travel,sms,2026-05-06 19:32:10
50000354,60,CAMP_TRAVEL,travel,sms,2026-03-27 19:34:28
50000355,61,CAMP_TRAVEL,travel,web,2026-05-01 19:32:52
50000356,61,CAMP_TRAVEL,travel,app,2026-03-19 19:38:34
50000357,62,CAMP_TRAVEL,travel,email,2026-03-12 19:33:51
50000358,62,CAMP_TRAVEL,travel,email,2026-05-10 19:33:34
50000359,62,CAMP_TRAVEL,travel,sms,2025-06-19 19:34:11
50000360,62,CAMP_TRAVEL,travel,sms,2026-04-30 19:34:35
50000361,62,CAMP_TRAVEL,travel,app,2026-05-28 19:40:40
50000362,64,CAMP_TRAVEL,travel,app,2026-03-27 19:34:55
50000363,64,CAMP_TRAVEL,travel,app,2026-06-03 19:38:11
50000364,64,CAMP_TRAVEL,travel,app,2026-05-13 19:35:10
50000365,64,CAMP_TRAVEL,travel,web,2026-04-22 19:40:36
50000366,64,CAMP_TRAVEL,travel,sms,2025-06-17 19:33:56
50000367,64,CAMP_TRAVEL,travel,web,2026-04-04 19:36:03
50000368,64,CAMP_TRAVEL,travel,email,2026-05-10 19:40:44
50000369,64,CAMP_TRAVEL,travel,app,2026-05-15 19:35:15
50000370,65,CAMP_TRAVEL,travel,email,2025-11-05 19:34:48
50000371,65,CAMP_TRAVEL,travel,app,2026-04-14 19:37:27
50000372,65,CAMP_TRAVEL,travel,app,2026-05-07 19:32:42
50000373,65,CAMP_TRAVEL,travel,email,2026-04-19 19:40:11
50000374,65,CAMP_TRAVEL,travel,app,2025-11-16 19:33:03
50000375,65,CAMP_EDUCATION,education,app,2026-03-26 19:37:40
50000376,66,CAMP_TRAVEL,travel,app,2026-05-22 19:37:48
50000377,66,CAMP_TRAVEL,travel,email,2026-01-14 19:37:43
50000378,66,CAMP_TRAVEL,travel,web,2026-04-15 19:31:41
50000379,66,CAMP_TRAVEL,travel,sms,2026-05-12 19:38:04
50000380,66,CAMP_TRAVEL,travel,email,2026-03-19 19:33:30
50000381,66,CAMP_TRAVEL,travel,app,2026-05-25 19:38:46
50000382,67,CAMP_TRAVEL,travel,web,2025-12-09 19:37:51
50000383,67,CAMP_TRAVEL,travel,app,2025-09-25 19:36:09
50000384,67,CAMP_TRAVEL,travel,app,2026-04-22 19:35:15
50000385,67,CAMP_TRAVEL,travel,app,2026-05-10 19:37:32
50000386,67,CAMP_TRAVEL,travel,email,2025-12-30 19:39:51
50000387,68,CAMP_TRAVEL,travel,sms,2026-05-29 19:34:49
50000388,69,CAMP_TRAVEL,travel,sms,2026-04-14 19:31:25
50000389,69,CAMP_EDUCATION,education,email,2026-04-07 19:34:31
50000390,69,CAMP_TRAVEL,travel,sms,2026-03-28 19:40:29
50000391,69,CAMP_TRAVEL,travel,web,2025-09-09 19:33:28
50000392,69,CAMP_TRAVEL,travel,web,2026-05-12 19:34:39
50000393,69,CAMP_TRAVEL,travel,app,2025-11-07 19:36:12
50000394,69,CAMP_TRAVEL,travel,app,2026-05-06 19:37:10
50000395,69,CAMP_REWARDS,rewards,app,2026-05-07 19:34:36
50000396,69,CAMP_TRAVEL,travel,web,2026-02-23 19:31:46
50000397,70,CAMP_TRAVEL,travel,web,2026-02-21 19:36:33
50000398,70,CAMP_TRAVEL,travel,email,2025-10-28 19:32:19
50000399,70,CAMP_TRAVEL,travel,sms,2026-03-10 19:36:34
50000400,70,CAMP_TRAVEL,travel,web,2025-12-15 19:31:31
50000401,71,CAMP_TRAVEL,travel,app,2026-04-14 19:35:39
50000402,71,CAMP_TRAVEL,travel,email,2026-03-08 19:33:58
50000403,71,CAMP_TRAVEL,travel,sms,2026-05-31 19:32:29
50000404,71,CAMP_TRAVEL,travel,email,2026-06-04 19:34:40
50000405,71,CAMP_TRAVEL,travel,app,2026-03-15 19:34:24
50000406,71,CAMP_TRAVEL,travel,sms,2025-06-20 19:31:33
50000407,71,CAMP_TRAVEL,travel,sms,2025-06-07 19:34:44
50000408,71,CAMP_TRAVEL,travel,web,2026-03-19 19:38:18
50000409,72,CAMP_TRAVEL,travel,app,2026-01-08 19:33:26
50000410,72,CAMP_TRAVEL,travel,web,2026-05-04 19:39:33
50000411,72,CAMP_TRAVEL,travel,email,2025-06-13 19:37:49
50000412,72,CAMP_TRAVEL,travel,sms,2026-05-15 19:36:21
50000413,72,CAMP_TRAVEL,travel,email,2026-04-08 19:38:46
50000414,72,CAMP_TRAVEL,travel,sms,2026-03-23 19:31:11
